sys_sample_code,chemical_name,cas_rn,fraction,lab_qualifiers,lab_sdg,sample_date,result_value,result_unit,qc_original_conc,qc_spike_added,qc_spike_measured,qc_spike_status,method_detection_limit,detection_limit_unit,quantitation_limit,sample_type_code,DEC_sample_type,analysis_date
320868-LCS1,"PHOSPHORUS, TOTAL (AS P)",7723-14-0,TRUE,,R1807891,8/28/2018 12:50,0.0251,mg/l,NA,0.025,0.0251,,0.002,mg/l,0.005,BS,,9/4/2018 17:08
321357-LCS1,"NITROGEN, KJELDAHL, TOTAL",KN,TRUE,,R1807891,9/6/2018 17:04,2.54,mg/l,NA,2.5,2.54,,0.08,mg/l,0.2,BS,,9/7/2018 15:22
603477-LCS1,"NITROGEN, NITRITE",14797-65-0,TRUE,,R1807891,8/17/2018 20:05,0.252,mg/l,NA,0.25,0.252,,0.007,mg/l,0.01,BS,,8/17/2018 20:05
603797-LCS1,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",TDS,TRUE,,R1807891,8/23/2018 11:10,890,mg/l,NA,914,890,,8,mg/l,20,BS,,8/23/2018 11:10
604353-LCS1,"ALKALINITY, TOTAL (AS CaCO3)",ALK,TRUE,,R1807891,8/28/2018 1:05,21.2,mg/l,NA,20,21.2,,1,mg/l,2,BS,,8/28/2018 1:05
604732-LCS1,CHLORIDE (AS CL),16887-00-6,TRUE,,R1807891,8/30/2018 5:04,1.89,mg/l,NA,2,1.89,,0.02,mg/l,0.2,BS,,8/30/2018 5:04
605484-LCS1,"Nitrogen, ammonia (As N)",7664-41-7,TRUE,,R1807891,9/5/2018 15:01,0.52,mg/l,NA,0.5,0.52,,8.00E-04,mg/l,0.005,BS,,9/5/2018 15:01
605812-LCS1,Nitrate+Nitrite as Nitrogen,NO3NO2N,TRUE,,R1807891,9/6/2018 17:53,0.519,mg/l,NA,0.5,0.519,,7.00E-04,mg/l,0.002,BS,,9/6/2018 17:53
605844-LCS2,"Nitrogen, ammonia (As N)",7664-41-7,TRUE,,R1807891,9/7/2018 10:21,0.511,mg/l,NA,0.5,0.511,,8.00E-04,mg/l,0.005,BS,,9/7/2018 10:21
321802-LCS1,Lead,7439-92-1,TRUE,,R1808566,9/13/2018 0:00,20.4,ug/l,NA,20,20.4,,0.07,ug/l,1,BS,,9/18/2018 14:51
321802-LCS1,Nickel,7440-02-0,TRUE,,R1808566,9/13/2018 0:00,21.1,ug/l,NA,20,21.1,,0.26,ug/l,1,BS,,9/20/2018 17:09
321802-LCS1,Silver,7440-22-4,TRUE,,R1808566,9/13/2018 0:00,20.7,ug/l,NA,20,20.7,,0.04,ug/l,1,BS,,9/18/2018 14:51
321802-LCS1,Zinc,7440-66-6,TRUE,,R1808566,9/13/2018 0:00,21,ug/l,NA,20,21,,2.5,ug/l,5,BS,,9/18/2018 14:51
321802-LCS1,Copper,7440-50-8,TRUE,,R1808566,9/13/2018 0:00,20.7,ug/l,NA,20,20.7,,0.66,ug/l,1,BS,,9/18/2018 14:51
321802-LCS1,Aluminum,7429-90-5,TRUE,,R1808566,9/13/2018 0:00,21.7,ug/l,NA,20,21.7,,2.3,ug/l,10,BS,,9/20/2018 17:09
321802-LCS1,Arsenic,7440-38-2,TRUE,,R1808566,9/13/2018 0:00,20.9,ug/l,NA,20,20.9,,0.39,ug/l,1,BS,,9/18/2018 14:51
321802-LCS1,Cadmium,7440-43-9,TRUE,,R1808566,9/13/2018 0:00,20.6,ug/l,NA,20,20.6,,0.06,ug/l,1,BS,,9/18/2018 14:51
321805-LCS1,Calcium,7440-70-2,TRUE,,R1808566,9/13/2018 0:00,1910,ug/l,NA,2000,1910,,110,ug/l,1000,BS,,9/14/2018 15:01
321805-LCS1,Iron,7439-89-6,TRUE,,R1808566,9/13/2018 0:00,1000,ug/l,NA,1000,1000,,13,ug/l,100,BS,,9/14/2018 15:01
321805-LCS1,Magnesium,7439-95-4,TRUE,,R1808566,9/13/2018 0:00,2030,ug/l,NA,2000,2030,,29,ug/l,1000,BS,,9/14/2018 15:01
322252-LCS2,"NITROGEN, KJELDAHL, TOTAL",KN,TRUE,,R1808566,9/19/2018 15:53,2.27,mg/l,NA,2.5,2.27,,0.08,mg/l,0.1,BS,,9/20/2018 15:31
322253-LCS3,"NITROGEN, KJELDAHL, TOTAL",KN,TRUE,,R1808566,9/19/2018 15:56,2.5,mg/l,NA,2.5,2.5,,0.08,mg/l,0.1,BS,,9/20/2018 15:52
322335-LCS2,"PHOSPHORUS, TOTAL (AS P)",7723-14-0,TRUE,,R1808566,9/19/2018 17:23,0.0247,mg/l,NA,0.025,0.0247,,0.002,mg/l,0.005,BS,,9/21/2018 15:35
322336-LCS3,"PHOSPHORUS, TOTAL (AS P)",7723-14-0,TRUE,,R1808566,9/19/2018 17:23,0.0249,mg/l,NA,0.025,0.0249,,0.002,mg/l,0.005,BS,,9/21/2018 16:12
322337-LCS4,"PHOSPHORUS, TOTAL (AS P)",7723-14-0,TRUE,,R1808566,9/19/2018 17:23,0.0247,mg/l,NA,0.025,0.0247,,0.002,mg/l,0.005,BS,,9/21/2018 16:48
605948-LCS1,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",TDS,TRUE,,R1808566,9/10/2018 10:51,890,mg/l,NA,914,890,,8,mg/l,20,BS,,9/10/2018 10:51
606063-LCS2,"ALKALINITY, TOTAL (AS CaCO3)",ALK,TRUE,,R1808566,9/10/2018 20:49,17.6,mg/l,NA,20,17.6,,1,mg/l,2,BS,,9/10/2018 20:49
606064-LCS3,"ALKALINITY, TOTAL (AS CaCO3)",ALK,TRUE,,R1808566,9/10/2018 22:58,17.6,mg/l,NA,20,17.6,,1,mg/l,2,BS,,9/10/2018 22:58
606067-LCS4,"ALKALINITY, TOTAL (AS CaCO3)",ALK,TRUE,,R1808566,9/11/2018 0:59,17.2,mg/l,NA,20,17.2,,1,mg/l,2,BS,,9/11/2018 0:59
606080-LCS2,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",TDS,TRUE,,R1808566,9/11/2018 10:30,896,mg/l,NA,914,896,,8,mg/l,20,BS,,9/11/2018 10:30
606125-LCS2,"NITROGEN, NITRITE",14797-65-0,TRUE,,R1808566,9/6/2018 19:25,0.253,mg/l,NA,0.25,0.253,,0.007,mg/l,0.01,BS,,9/6/2018 19:25
606133-LCS3,"NITROGEN, NITRITE",14797-65-0,TRUE,,R1808566,9/7/2018 20:04,0.256,mg/l,NA,0.25,0.256,,0.007,mg/l,0.01,BS,,9/7/2018 20:04
606137-LCS4,"NITROGEN, NITRITE",14797-65-0,TRUE,,R1808566,9/7/2018 20:17,0.256,mg/l,NA,0.25,0.256,,0.007,mg/l,0.01,BS,,9/7/2018 20:17
606659-LCS2,Nitrate+Nitrite as Nitrogen,NO3NO2N,TRUE,,R1808566,9/13/2018 16:01,0.528,mg/l,NA,0.5,0.528,,7.00E-04,mg/l,0.002,BS,,9/13/2018 16:01
606660-LCS3,Nitrate+Nitrite as Nitrogen,NO3NO2N,TRUE,,R1808566,9/13/2018 16:33,0.529,mg/l,NA,0.5,0.529,,7.00E-04,mg/l,0.002,BS,,9/13/2018 16:33
606675-LCS4,Nitrate+Nitrite as Nitrogen,NO3NO2N,TRUE,,R1808566,9/13/2018 18:12,0.517,mg/l,NA,0.5,0.517,,7.00E-04,mg/l,0.002,BS,,9/13/2018 18:12
606693-LCS2,CHLORIDE (AS CL),16887-00-6,TRUE,,R1808566,9/11/2018 17:12,2,mg/l,NA,2,2,,0.02,mg/l,0.2,BS,,9/11/2018 17:12
606702-LCS3,CHLORIDE (AS CL),16887-00-6,TRUE,,R1808566,9/11/2018 21:21,1.98,mg/l,NA,2,1.98,,0.02,mg/l,0.2,BS,,9/11/2018 21:21
606718-LCS4,CHLORIDE (AS CL),16887-00-6,TRUE,,R1808566,9/12/2018 14:32,2,mg/l,NA,2,2,,0.02,mg/l,0.2,BS,,9/12/2018 14:32
606749-LCS1,CHLORIDE (AS CL),16887-00-6,TRUE,,R1808566,9/12/2018 16:36,1.99,mg/l,NA,2,1.99,,0.02,mg/l,0.2,BS,,9/12/2018 16:36
606859-LCS2,"Nitrogen, ammonia (As N)",7664-41-7,TRUE,,R1808566,9/14/2018 15:48,0.49,mg/l,NA,0.5,0.49,,8.00E-04,mg/l,0.005,BS,,9/14/2018 15:48
607038-LCS1,Nitrate+Nitrite as Nitrogen,NO3NO2N,TRUE,,R1808566,9/17/2018 18:18,0.531,mg/l,NA,0.5,0.531,,7.00E-04,mg/l,0.002,BS,,9/17/2018 18:18
607047-LCS1,CHLORIDE (AS CL),16887-00-6,TRUE,,R1808566,9/17/2018 14:42,1.99,mg/l,NA,2,1.99,,0.02,mg/l,0.2,BS,,9/17/2018 14:42
607071-LCS3,"Nitrogen, ammonia (As N)",7664-41-7,TRUE,,R1808566,9/17/2018 11:49,0.506,mg/l,NA,0.5,0.506,,8.00E-04,mg/l,0.005,BS,,9/17/2018 11:49
321801-LCS1,Iron,7439-89-6,TRUE,,R1808568,9/13/2018 0:00,990,ug/l,NA,1000,990,,13,ug/l,100,BS,,9/14/2018 17:17
321801-LCS1,Calcium,7440-70-2,TRUE,,R1808568,9/13/2018 0:00,1960,ug/l,NA,2000,1960,,110,ug/l,1000,BS,,9/14/2018 17:17
321801-LCS1,Magnesium,7439-95-4,TRUE,,R1808568,9/13/2018 0:00,2010,ug/l,NA,2000,2010,,29,ug/l,1000,BS,,9/14/2018 17:17
321809-LCS1,Aluminum,7429-90-5,TRUE,,R1808568,9/13/2018 0:00,20.9,ug/l,NA,20,20.9,,2.3,ug/l,10,BS,,9/14/2018 16:36
321809-LCS1,Arsenic,7440-38-2,TRUE,,R1808568,9/13/2018 0:00,21.4,ug/l,NA,20,21.4,,0.39,ug/l,1,BS,,9/14/2018 16:36
321809-LCS1,Cadmium,7440-43-9,TRUE,,R1808568,9/13/2018 0:00,20.6,ug/l,NA,20,20.6,,0.06,ug/l,1,BS,,9/14/2018 16:36
321809-LCS1,Copper,7440-50-8,TRUE,,R1808568,9/13/2018 0:00,21.3,ug/l,NA,20,21.3,,0.66,ug/l,1,BS,,9/14/2018 16:36
321809-LCS1,Lead,7439-92-1,TRUE,,R1808568,9/13/2018 0:00,20.4,ug/l,NA,20,20.4,,0.07,ug/l,1,BS,,9/14/2018 16:36
321809-LCS1,Nickel,7440-02-0,TRUE,,R1808568,9/13/2018 0:00,21.4,ug/l,NA,20,21.4,,0.26,ug/l,1,BS,,9/14/2018 16:36
321809-LCS1,Silver,7440-22-4,TRUE,,R1808568,9/13/2018 0:00,20.6,ug/l,NA,20,20.6,,0.04,ug/l,1,BS,,9/14/2018 16:36
321809-LCS1,Zinc,7440-66-6,TRUE,,R1808568,9/13/2018 0:00,21.4,ug/l,NA,20,21.4,,2.5,ug/l,5,BS,,9/14/2018 16:36
322336-LCS1,"PHOSPHORUS, TOTAL (AS P)",7723-14-0,TRUE,,R1808568,9/19/2018 17:23,0.0249,mg/l,NA,0.025,0.0249,,0.002,mg/l,0.005,BS,,9/21/2018 16:12
322337-LCS2,"PHOSPHORUS, TOTAL (AS P)",7723-14-0,TRUE,,R1808568,9/19/2018 17:23,0.0247,mg/l,NA,0.025,0.0247,,0.002,mg/l,0.005,BS,,9/21/2018 16:48
322420-LCS1,"NITROGEN, KJELDAHL, TOTAL",KN,TRUE,,R1808568,9/21/2018 14:21,2.32,mg/l,NA,2.5,2.32,,0.08,mg/l,0.1,BS,,9/24/2018 17:44
322421-LCS2,"NITROGEN, KJELDAHL, TOTAL",KN,TRUE,,R1808568,9/21/2018 14:24,2.31,mg/l,NA,2.5,2.31,,0.08,mg/l,0.1,BS,,9/24/2018 18:05
605709-LCS1,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",TDS,TRUE,,R1808568,9/7/2018 15:45,890,mg/l,NA,914,890,,8,mg/l,20,BS,,9/7/2018 15:45
606064-LCS1,"ALKALINITY, TOTAL (AS CaCO3)",ALK,TRUE,,R1808568,9/10/2018 22:58,17.6,mg/l,NA,20,17.6,,1,mg/l,2,BS,,9/10/2018 22:58
606080-LCS2,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",TDS,TRUE,,R1808568,9/11/2018 10:30,896,mg/l,NA,914,896,,8,mg/l,20,BS,,9/11/2018 10:30
606125-LCS1,"NITROGEN, NITRITE",14797-65-0,TRUE,,R1808568,9/6/2018 19:25,0.253,mg/l,NA,0.25,0.253,,0.007,mg/l,0.01,BS,,9/6/2018 19:25
606133-LCS2,"NITROGEN, NITRITE",14797-65-0,TRUE,,R1808568,9/7/2018 20:04,0.256,mg/l,NA,0.25,0.256,,0.007,mg/l,0.01,BS,,9/7/2018 20:04
606660-LCS1,Nitrate+Nitrite as Nitrogen,NO3NO2N,TRUE,,R1808568,9/13/2018 16:33,0.529,mg/l,NA,0.5,0.529,,7.00E-04,mg/l,0.002,BS,,9/13/2018 16:33
606661-LCS2,Nitrate+Nitrite as Nitrogen,NO3NO2N,TRUE,,R1808568,9/13/2018 17:06,0.53,mg/l,NA,0.5,0.53,,7.00E-04,mg/l,0.002,BS,,9/13/2018 17:06
606697-LCS1,CHLORIDE (AS CL),16887-00-6,TRUE,,R1808568,9/11/2018 19:16,1.98,mg/l,NA,2,1.98,,0.02,mg/l,0.2,BS,,9/11/2018 19:16
606704-LCS2,CHLORIDE (AS CL),16887-00-6,TRUE,,R1808568,9/11/2018 23:25,1.98,mg/l,NA,2,1.98,,0.02,mg/l,0.2,BS,,9/11/2018 23:25
607047-LCS3,CHLORIDE (AS CL),16887-00-6,TRUE,,R1808568,9/17/2018 14:42,1.99,mg/l,NA,2,1.99,,0.02,mg/l,0.2,BS,,9/17/2018 14:42
607072-LCS1,"Nitrogen, ammonia (As N)",7664-41-7,TRUE,,R1808568,9/17/2018 18:14,0.513,mg/l,NA,0.5,0.513,,8.00E-04,mg/l,0.005,BS,,9/17/2018 18:14
607073-LCS2,"Nitrogen, ammonia (As N)",7664-41-7,TRUE,,R1808568,9/18/2018 0:39,0.48,mg/l,NA,0.5,0.48,,8.00E-04,mg/l,0.005,BS,,9/18/2018 0:39
607102-LCS2,"ALKALINITY, TOTAL (AS CaCO3)",ALK,TRUE,,R1808568,9/17/2018 16:28,21.2,mg/l,NA,20,21.2,,1,mg/l,2,BS,,9/17/2018 16:28
323881-LCS1,"PHOSPHORUS, TOTAL (AS P)",7723-14-0,TRUE,,R1809618,10/11/2018 15:27,0.0231,mg/l,NA,0.025,0.0231,,0.002,mg/l,0.005,BS,,10/15/2018 17:12
323893-LCS1,"NITROGEN, KJELDAHL, TOTAL",KN,TRUE,,R1809618,10/11/2018 13:50,2.34,mg/l,NA,2.5,2.34,,0.08,mg/l,0.1,BS,,10/12/2018 12:33
323950-LCS1,Iron,7439-89-6,TRUE,,R1809618,10/12/2018 0:00,966,ug/l,NA,1000,966,,13,ug/l,100,BS,,10/12/2018 20:16
323950-LCS1,Calcium,7440-70-2,TRUE,,R1809618,10/12/2018 0:00,1820,ug/l,NA,2000,1820,,110,ug/l,1000,BS,,10/12/2018 20:16
323950-LCS1,Magnesium,7439-95-4,TRUE,,R1809618,10/12/2018 0:00,1930,ug/l,NA,2000,1930,,29,ug/l,1000,BS,,10/12/2018 20:16
323952-LCS1,Nickel,7440-02-0,TRUE,,R1809618,10/12/2018 0:00,20.9,ug/l,NA,20,20.9,,0.26,ug/l,1,BS,,10/16/2018 16:48
323952-LCS1,Lead,7439-92-1,TRUE,,R1809618,10/12/2018 0:00,20.8,ug/l,NA,20,20.8,,0.07,ug/l,1,BS,,10/16/2018 16:48
323952-LCS1,Silver,7440-22-4,TRUE,,R1809618,10/12/2018 0:00,21.9,ug/l,NA,20,21.9,,0.04,ug/l,1,BS,,10/16/2018 16:48
323952-LCS1,Cadmium,7440-43-9,TRUE,,R1809618,10/12/2018 0:00,21.5,ug/l,NA,20,21.5,,0.06,ug/l,1,BS,,10/16/2018 16:48
323952-LCS1,Copper,7440-50-8,TRUE,,R1809618,10/12/2018 0:00,21.8,ug/l,NA,20,21.8,,0.66,ug/l,1,BS,,10/16/2018 16:48
323952-LCS1,Arsenic,7440-38-2,TRUE,,R1809618,10/12/2018 0:00,21.4,ug/l,NA,20,21.4,,0.39,ug/l,1,BS,,10/16/2018 16:48
324302-LCS1,Aluminum,7429-90-5,TRUE,,R1809618,10/17/2018 0:00,21.2,ug/l,NA,20,21.2,,2.3,ug/l,10,BS,,10/22/2018 13:38
324302-LCS1,Zinc,7440-66-6,TRUE,,R1809618,10/17/2018 0:00,21.9,ug/l,NA,20,21.9,,2.5,ug/l,5,BS,,10/19/2018 12:51
610164-LCS1,"NITROGEN, NITRITE",14797-65-0,TRUE,,R1809618,10/4/2018 21:29,0.254,mg/l,NA,0.25,0.254,,0.007,mg/l,0.01,BS,,10/4/2018 21:29
610245-LCS1,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",TDS,TRUE,,R1809618,10/10/2018 11:10,886,mg/l,NA,914,886,,8,mg/l,20,BS,,10/10/2018 11:10
610355-LCS2,"NITROGEN, NITRITE",14797-65-0,TRUE,,R1809618,10/4/2018 21:42,0.257,mg/l,NA,0.25,0.257,,0.007,mg/l,0.01,BS,,10/4/2018 21:42
610381-LCS1,"ALKALINITY, TOTAL (AS CaCO3)",ALK,TRUE,,R1809618,10/10/2018 14:52,18.4,mg/l,NA,20,18.4,,1,mg/l,2,BS,,10/10/2018 14:52
610382-LCS2,"ALKALINITY, TOTAL (AS CaCO3)",ALK,TRUE,,R1809618,10/10/2018 17:19,19.2,mg/l,NA,20,19.2,,1,mg/l,2,BS,,10/10/2018 17:19
610395-LCS1,"Nitrogen, ammonia (As N)",7664-41-7,TRUE,,R1809618,10/10/2018 23:32,0.494,mg/l,NA,0.5,0.494,,8.00E-04,mg/l,0.005,BS,,10/10/2018 23:32
610615-LCS1,Nitrate+Nitrite as Nitrogen,NO3NO2N,TRUE,,R1809618,10/11/2018 16:51,0.534,mg/l,NA,0.5,0.534,,7.00E-04,mg/l,0.002,BS,,10/11/2018 16:51
610622-LCS3,"NITROGEN, NITRITE",14797-65-0,TRUE,,R1809618,10/5/2018 19:08,0.246,mg/l,NA,0.25,0.246,,0.007,mg/l,0.01,BS,,10/5/2018 19:08
610707-LCS2,Nitrate+Nitrite as Nitrogen,NO3NO2N,TRUE,,R1809618,10/11/2018 17:33,0.544,mg/l,NA,0.5,0.544,,7.00E-04,mg/l,0.002,BS,,10/11/2018 17:33
610779-LCS2,"Nitrogen, ammonia (As N)",7664-41-7,TRUE,,R1809618,10/12/2018 18:54,0.489,mg/l,NA,0.5,0.489,,8.00E-04,mg/l,0.005,BS,,10/12/2018 18:54
610783-LCS3,"Nitrogen, ammonia (As N)",7664-41-7,TRUE,,R1809618,10/13/2018 1:19,0.482,mg/l,NA,0.5,0.482,,8.00E-04,mg/l,0.005,BS,,10/13/2018 1:19
611054-LCS1,CHLORIDE (AS CL),16887-00-6,TRUE,,R1809618,10/12/2018 19:06,2.03,mg/l,NA,2,2.03,,0.02,mg/l,0.2,BS,,10/12/2018 19:06
611562-LCS2,CHLORIDE (AS CL),16887-00-6,TRUE,,R1809618,10/18/2018 22:56,2.02,mg/l,NA,2,2.02,,0.02,mg/l,0.2,BS,,10/18/2018 22:56
611564-LCS3,CHLORIDE (AS CL),16887-00-6,TRUE,,R1809618,10/19/2018 1:02,2.04,mg/l,NA,2,2.04,,0.02,mg/l,0.2,BS,,10/19/2018 1:02
323882-LCS3,"PHOSPHORUS, TOTAL (AS P)",7723-14-0,TRUE,,R1809619,10/11/2018 15:27,0.0226,mg/l,NA,0.025,0.0226,,0.002,mg/l,0.005,BS,,10/15/2018 17:49
323893-LCS3,"NITROGEN, KJELDAHL, TOTAL",KN,TRUE,,R1809619,10/11/2018 13:50,2.34,mg/l,NA,2.5,2.34,,0.08,mg/l,0.1,BS,,10/12/2018 12:33
323894-LCS4,"NITROGEN, KJELDAHL, TOTAL",KN,TRUE,,R1809619,10/11/2018 13:55,2.35,mg/l,NA,2.5,2.35,,0.08,mg/l,0.1,BS,,10/12/2018 12:57
323951-LCS1,Iron,7439-89-6,TRUE,,R1809619,10/12/2018 0:00,984,ug/l,NA,1000,984,,13,ug/l,100,BS,,10/12/2018 22:22
323951-LCS1,Calcium,7440-70-2,TRUE,,R1809619,10/12/2018 0:00,1870,ug/l,NA,2000,1870,,110,ug/l,1000,BS,,10/12/2018 22:22
323951-LCS1,Magnesium,7439-95-4,TRUE,,R1809619,10/12/2018 0:00,1960,ug/l,NA,2000,1960,,29,ug/l,1000,BS,,10/12/2018 22:22
323953-LCS1,Nickel,7440-02-0,TRUE,,R1809619,10/12/2018 0:00,21.1,ug/l,NA,20,21.1,,0.26,ug/l,1,BS,,10/18/2018 16:07
323953-LCS1,Cadmium,7440-43-9,TRUE,,R1809619,10/12/2018 0:00,20.4,ug/l,NA,20,20.4,,0.06,ug/l,1,BS,,10/16/2018 14:43
323953-LCS1,Copper,7440-50-8,TRUE,,R1809619,10/12/2018 0:00,20.8,ug/l,NA,20,20.8,,0.66,ug/l,1,BS,,10/16/2018 14:43
323953-LCS1,Lead,7439-92-1,TRUE,,R1809619,10/12/2018 0:00,21.1,ug/l,NA,20,21.1,,0.07,ug/l,1,BS,,10/16/2018 14:43
323953-LCS1,Silver,7440-22-4,TRUE,,R1809619,10/12/2018 0:00,20.4,ug/l,NA,20,20.4,,0.04,ug/l,1,BS,,10/16/2018 14:43
323953-LCS1,Zinc,7440-66-6,TRUE,,R1809619,10/12/2018 0:00,20.9,ug/l,NA,20,20.9,,2.5,ug/l,5,BS,,10/16/2018 14:43
323953-LCS1,Aluminum,7429-90-5,TRUE,,R1809619,10/12/2018 0:00,21.3,ug/l,NA,20,21.3,,2.3,ug/l,10,BS,,10/16/2018 14:43
323953-LCS1,Arsenic,7440-38-2,TRUE,,R1809619,10/12/2018 0:00,21,ug/l,NA,20,21,,0.39,ug/l,1,BS,,10/16/2018 14:43
609785-LCS1,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",TDS,TRUE,,R1809619,10/7/2018 11:25,926,mg/l,NA,914,926,,8,mg/l,20,BS,,10/7/2018 11:25
610007-LCS2,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",TDS,TRUE,,R1809619,10/9/2018 10:25,914,mg/l,NA,914,914,,8,mg/l,20,BS,,10/9/2018 10:25
610009-LCS3,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",TDS,TRUE,,R1809619,10/9/2018 10:25,900,mg/l,NA,914,900,,8,mg/l,20,BS,,10/9/2018 10:25
610056-LCS3,"ALKALINITY, TOTAL (AS CaCO3)",ALK,TRUE,,R1809619,10/10/2018 2:00,18.4,mg/l,NA,20,18.4,,1,mg/l,2,BS,,10/10/2018 2:00
610164-LCS3,"NITROGEN, NITRITE",14797-65-0,TRUE,,R1809619,10/4/2018 21:29,0.254,mg/l,NA,0.25,0.254,,0.007,mg/l,0.01,BS,,10/4/2018 21:29
610379-LCS4,"ALKALINITY, TOTAL (AS CaCO3)",ALK,TRUE,,R1809619,10/10/2018 12:33,19.2,mg/l,NA,20,19.2,,1,mg/l,2,BS,,10/10/2018 12:33
610382-LCS1,"ALKALINITY, TOTAL (AS CaCO3)",ALK,TRUE,,R1809619,10/10/2018 17:19,19.2,mg/l,NA,20,19.2,,1,mg/l,2,BS,,10/10/2018 17:19
610618-LCS3,Nitrate+Nitrite as Nitrogen,NO3NO2N,TRUE,,R1809619,10/11/2018 18:13,0.534,mg/l,NA,0.5,0.534,,7.00E-04,mg/l,0.002,BS,,10/11/2018 18:13
610622-LCS4,"NITROGEN, NITRITE",14797-65-0,TRUE,,R1809619,10/5/2018 19:08,0.246,mg/l,NA,0.25,0.246,,0.007,mg/l,0.01,BS,,10/5/2018 19:08
610707-LCS4,Nitrate+Nitrite as Nitrogen,NO3NO2N,TRUE,,R1809619,10/11/2018 17:33,0.544,mg/l,NA,0.5,0.544,,7.00E-04,mg/l,0.002,BS,,10/11/2018 17:33
610783-LCS3,"Nitrogen, ammonia (As N)",7664-41-7,TRUE,,R1809619,10/13/2018 1:19,0.482,mg/l,NA,0.5,0.482,,8.00E-04,mg/l,0.005,BS,,10/13/2018 1:19
610786-LCS4,"Nitrogen, ammonia (As N)",7664-41-7,TRUE,,R1809619,10/13/2018 7:44,0.493,mg/l,NA,0.5,0.493,,8.00E-04,mg/l,0.005,BS,,10/13/2018 7:44
611054-LCS3,CHLORIDE (AS CL),16887-00-6,TRUE,,R1809619,10/12/2018 19:06,2.03,mg/l,NA,2,2.03,,0.02,mg/l,0.2,BS,,10/12/2018 19:06
611564-LCS4,CHLORIDE (AS CL),16887-00-6,TRUE,,R1809619,10/19/2018 1:02,2.04,mg/l,NA,2,2.04,,0.02,mg/l,0.2,BS,,10/19/2018 1:02
317632-MB1,"NITROGEN, KJELDAHL, TOTAL",KN,TRUE,U,R1806428,7/12/2018 14:15,NA,mg/l,NA,NA,NA,,0.08,mg/l,0.2,LB,,7/13/2018 12:07
317710-MB1,"PHOSPHORUS, TOTAL (AS P)",7723-14-0,TRUE,U,R1806428,7/13/2018 14:40,NA,mg/l,NA,NA,NA,,0.002,mg/l,0.005,LB,,7/17/2018 14:50
317819-MB1,Chlorophyll A,479-61-8,TRUE,U,R1806428,7/12/2018 11:05,NA,ug/l,NA,NA,NA,,NA,ug/l,0.04,LB,,7/23/2018 12:00
318028-MB2,"NITROGEN, KJELDAHL, TOTAL",KN,TRUE,U,R1806428,7/19/2018 11:25,NA,mg/l,NA,NA,NA,,0.08,mg/l,0.2,LB,,7/20/2018 11:23
318140-MB2,"PHOSPHORUS, TOTAL (AS P)",7723-14-0,TRUE,U,R1806428,7/20/2018 15:30,NA,mg/l,NA,NA,NA,,0.002,mg/l,0.005,LB,,7/25/2018 17:17
318141-MB3,"PHOSPHORUS, TOTAL (AS P)",7723-14-0,TRUE,U,R1806428,7/20/2018 15:30,NA,mg/l,NA,NA,NA,,0.002,mg/l,0.005,LB,,7/25/2018 17:20
598319-MB1,"NITROGEN, NITRITE",14797-65-0,TRUE,U,R1806428,7/11/2018 16:15,NA,mg/l,NA,NA,NA,,0.007,mg/l,0.01,LB,,7/11/2018 16:15
598415-MB2,"NITROGEN, NITRITE",14797-65-0,TRUE,U,R1806428,7/12/2018 13:52,NA,mg/l,NA,NA,NA,,0.007,mg/l,0.01,LB,,7/12/2018 13:52
598509-MB1,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",TDS,TRUE,U,R1806428,7/15/2018 17:50,NA,mg/l,NA,NA,NA,,4,mg/l,10,LB,,7/15/2018 17:50
598656-MB1,CHLORIDE (AS CL),16887-00-6,TRUE,U,R1806428,7/12/2018 21:55,NA,mg/l,NA,NA,NA,,0.02,mg/l,0.2,LB,,7/12/2018 21:55
598698-MB3,"NITROGEN, NITRITE",14797-65-0,TRUE,U,R1806428,7/12/2018 14:15,NA,mg/l,NA,NA,NA,,0.007,mg/l,0.01,LB,,7/12/2018 14:15
598699-MB4,"NITROGEN, NITRITE",14797-65-0,TRUE,U,R1806428,7/12/2018 15:26,NA,mg/l,NA,NA,NA,,0.007,mg/l,0.01,LB,,7/12/2018 15:26
598730-MB2,CHLORIDE (AS CL),16887-00-6,TRUE,U,R1806428,7/13/2018 14:19,NA,mg/l,NA,NA,NA,,0.02,mg/l,0.2,LB,,7/13/2018 14:19
598732-MB3,CHLORIDE (AS CL),16887-00-6,TRUE,U,R1806428,7/13/2018 16:40,NA,mg/l,NA,NA,NA,,0.02,mg/l,0.2,LB,,7/13/2018 16:40
