"","Sample Name","Characteristic Name","Analysis Start Date","cas_rn","Result Sample Fraction","result value","result_unit","method_detection_limit","detection_limit_unit","quantitation_limit","lab_qualifiers","validator_qualifiers","interpreted_qualifiers","Lab Name Code","Lab Sample Name","Result Value Type","reporting_detection_limit","Analysis Date Timezone","Results Detection Condition"
"2107","18LIS035","Chlorophyll A","2018-07-24","479-61-8","T",40,"ug/l",NA,"ug/l",1.6,"","A","",NA,NA,NA,NA,"EDT",""
"2108","18LIS035","Color, True","2018-07-24","COLOR","T",28,"color unit",NA,"color unit",1,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"2109","18LIS035","Nitrate+Nitrite as Nitrogen","2018-07-24","NO3NO2N","T",0.736,"mg/l",7e-04,"mg/l",0.002,"","A","",NA,NA,NA,NA,"EDT",""
"2110","18LIS035","Nitrogen, ammonia (As N)","2018-07-24","7664-41-7","T",0.088,"mg/l",0.008,"mg/l",0.05,"","R","Precision error",NA,NA,NA,NA,"EDT",""
"2111","18LIS035","NITROGEN, KJELDAHL, TOTAL","2018-07-24","KN","T",1.29,"mg/l",0.08,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"2112","18LIS035","pH of Color Analysis","2018-07-24","PHCOLOR","T",7.75,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"2113","18LIS035","PHOSPHORUS, DISSOLVED (AS P)","2018-07-24","7723-14-0","D",NA,"mg/l",0.002,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected",NA,NA,NA,NA,"EDT","Not Detected"
"2114","18LIS035","PHOSPHORUS, TOTAL (AS P)","2018-07-24","7723-14-0","T",0.0271,"mg/l",0.002,"mg/l",0.005,"","R","Precision error",NA,NA,NA,NA,"EDT",""
"2115","18LIS035","TOTAL ORGANIC CARBON","2018-07-24","TOC","T",3.1,"mg/l",0.05,"mg/l",1,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"2116","18LIS037","ALKALINITY, TOTAL (AS CaCO3)","2018-07-25","ALK","T",29.6,"mg/l",1,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"2117","18LIS037","Chlorophyll A","2018-07-25","479-61-8","T",6.99,"ug/l",NA,"ug/l",0.8,"","A","",NA,NA,NA,NA,"EDT",""
"2118","18LIS037","Color, True","2018-07-25","COLOR","T",33,"color unit",NA,"color unit",1,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"2119","18LIS037","Nitrate+Nitrite as Nitrogen","2018-07-25","NO3NO2N","T",0.002,"mg/l",7e-04,"mg/l",0.002,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"2120","18LIS037","Nitrogen, ammonia (As N)","2018-07-25","7664-41-7","T",0.0108,"mg/l",8e-04,"mg/l",0.005,"","R","Precision error",NA,NA,NA,NA,"EDT",""
"2121","18LIS037","NITROGEN, KJELDAHL, TOTAL","2018-07-25","KN","T",0.68,"mg/l",0.08,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"2122","18LIS037","pH of Color Analysis","2018-07-25","PHCOLOR","T",7.61,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"2123","18LIS037","PHOSPHORUS, DISSOLVED (AS P)","2018-07-25","7723-14-0","D",0.0091,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"2124","18LIS037","PHOSPHORUS, TOTAL (AS P)","2018-07-25","7723-14-0","T",0.0198,"mg/l",0.002,"mg/l",0.005,"","R","Precision error",NA,NA,NA,NA,"EDT",""
"2125","18LIS037","TOTAL ORGANIC CARBON","2018-07-25","TOC","T",6.4,"mg/l",0.05,"mg/l",1,"","T","",NA,NA,NA,NA,"EDT",""
"2126","18LIS038","Color, True","2018-07-25","COLOR","T",43,"color unit",NA,"color unit",1,"","T","",NA,NA,NA,NA,"EDT",""
"2127","18LIS038","Nitrate+Nitrite as Nitrogen","2018-07-25","NO3NO2N","T",NA,"mg/l",7e-04,"mg/l",0.002,"U","U","Analyte was analyzed for but not detected",NA,NA,NA,NA,"EDT","Not Detected"
"2128","18LIS038","Nitrogen, ammonia (As N)","2018-07-25","7664-41-7","T",0.0079,"mg/l",8e-04,"mg/l",0.005,"","R","Precision error",NA,NA,NA,NA,"EDT",""
"2129","18LIS038","NITROGEN, KJELDAHL, TOTAL","2018-07-25","KN","T",0.56,"mg/l",0.08,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"2130","18LIS038","pH of Color Analysis","2018-07-25","PHCOLOR","T",7.59,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"2131","18LIS038","PHOSPHORUS, DISSOLVED (AS P)","2018-07-25","7723-14-0","D",0.0076,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"2132","18LIS038","PHOSPHORUS, TOTAL (AS P)","2018-07-25","7723-14-0","T",0.026,"mg/l",0.002,"mg/l",0.005,"","R","Precision error",NA,NA,NA,NA,"EDT",""
"2133","18LIS038","TOTAL ORGANIC CARBON","2018-07-25","TOC","T",6.2,"mg/l",0.05,"mg/l",1,"","T","",NA,NA,NA,NA,"EDT",""
"2134","18LIS039","ALKALINITY, TOTAL (AS CaCO3)","2018-08-07","ALK","T",9.2,"mg/l",1,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"2135","18LIS039","Chlorophyll A","2018-08-07","479-61-8","T",5.53,"ug/l",NA,"ug/l",0.64,"","A","",NA,NA,NA,NA,"EDT",""
"2136","18LIS039","Color, True","2018-08-07","COLOR","T",210,"color unit",NA,"color unit",10,"","A","",NA,NA,NA,NA,"EDT",""
"2137","18LIS039","Nitrate+Nitrite as Nitrogen","2018-08-07","NO3NO2N","T",0.0216,"mg/l",7e-04,"mg/l",0.002,"","R","Equipment Blank error ; Precision error",NA,NA,NA,NA,"EDT",""
"2138","18LIS039","Nitrogen, ammonia (As N)","2018-08-07","7664-41-7","T",0.0457,"mg/l",8e-04,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"2139","18LIS039","NITROGEN, KJELDAHL, TOTAL","2018-08-07","KN","T",1.21,"mg/l",0.08,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"2140","18LIS039","pH of Color Analysis","2018-08-07","PHCOLOR","T",6.74,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"2141","18LIS039","PHOSPHORUS, DISSOLVED (AS P)","2018-08-07","7723-14-0","D",0.0163,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"2142","18LIS039","PHOSPHORUS, TOTAL (AS P)","2018-08-07","7723-14-0","T",0.0811,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"2143","18LIS039","TOTAL ORGANIC CARBON","2018-08-07","TOC","T",9.7,"mg/l",0.05,"mg/l",1,"","J","estimated value due to Equipment Blank error",NA,NA,NA,NA,"EDT",""
"2144","18LIS041","ALKALINITY, TOTAL (AS CaCO3)","2018-08-01","ALK","T",105,"mg/l",1,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"2145","18LIS041","Chlorophyll A","2018-08-01","479-61-8","T",16.3,"ug/l",NA,"ug/l",0.64,"","A","",NA,NA,NA,NA,"EDT",""
"2146","18LIS041","Color, True","2018-08-01","COLOR","T",42,"color unit",NA,"color unit",1,"","T","",NA,NA,NA,NA,"EDT",""
"2147","18LIS041","Nitrate+Nitrite as Nitrogen","2018-08-01","NO3NO2N","T",0.504,"mg/l",7e-04,"mg/l",0.002,"","R","Precision error",NA,NA,NA,NA,"EDT",""
"2148","18LIS041","Nitrogen, ammonia (As N)","2018-08-01","7664-41-7","T",0.0528,"mg/l",8e-04,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"2149","18LIS041","NITROGEN, KJELDAHL, TOTAL","2018-08-01","KN","T",0.83,"mg/l",0.08,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"2150","18LIS041","pH of Color Analysis","2018-08-01","PHCOLOR","T",7.98,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"2151","18LIS041","PHOSPHORUS, DISSOLVED (AS P)","2018-08-01","7723-14-0","D",0.0223,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"2152","18LIS041","PHOSPHORUS, TOTAL (AS P)","2018-08-01","7723-14-0","T",0.0874,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"2153","18LIS041","TOTAL ORGANIC CARBON","2018-08-01","TOC","T",5.3,"mg/l",0.05,"mg/l",1,"","T","",NA,NA,NA,NA,"EDT",""
"2154","18LIS045","ALKALINITY, TOTAL (AS CaCO3)","2018-08-08","ALK","T",32.8,"mg/l",1,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"2155","18LIS045","Chlorophyll A","2018-08-08","479-61-8","T",24.3,"ug/l",NA,"ug/l",1.6,"","A","",NA,NA,NA,NA,"EDT",""
"2156","18LIS045","Color, True","2018-08-08","COLOR","T",36,"color unit",NA,"color unit",1,"","T","",NA,NA,NA,NA,"EDT",""
"2157","18LIS045","Nitrate+Nitrite as Nitrogen","2018-08-08","NO3NO2N","T",0.39,"mg/l",7e-04,"mg/l",0.002,"","R","Precision error",NA,NA,NA,NA,"EDT",""
"2158","18LIS045","Nitrogen, ammonia (As N)","2018-08-08","7664-41-7","T",0.0107,"mg/l",8e-04,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"2159","18LIS045","NITROGEN, KJELDAHL, TOTAL","2018-08-08","KN","T",0.53,"mg/l",0.08,"mg/l",0.1,"","T","",NA,NA,NA,NA,"EDT",""
"2160","18LIS045","pH of Color Analysis","2018-08-08","PHCOLOR","T",7.93,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"2161","18LIS045","PHOSPHORUS, DISSOLVED (AS P)","2018-08-08","7723-14-0","D",0.0099,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"2162","18LIS045","PHOSPHORUS, TOTAL (AS P)","2018-08-08","7723-14-0","T",0.0386,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"2163","18LIS045","TOTAL ORGANIC CARBON","2018-08-08","TOC","T",3.4,"mg/l",0.05,"mg/l",1,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"2164","18LIS047","ALKALINITY, TOTAL (AS CaCO3)","2018-07-31","ALK","T",73.6,"mg/l",1,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"2165","18LIS047","Chlorophyll A","2018-07-31","479-61-8","T",89.7,"ug/l",NA,"ug/l",3.2,"","A","",NA,NA,NA,NA,"EDT",""
"2166","18LIS047","Color, True","2018-07-31","COLOR","T",42,"color unit",NA,"color unit",1,"","T","",NA,NA,NA,NA,"EDT",""
"2167","18LIS047","Nitrate+Nitrite as Nitrogen","2018-07-31","NO3NO2N","T",0.0664,"mg/l",7e-04,"mg/l",0.002,"","J","estimated value due to Equipment Blank error",NA,NA,NA,NA,"EDT",""
"2168","18LIS047","Nitrogen, ammonia (As N)","2018-07-31","7664-41-7","T",0.031,"mg/l",8e-04,"mg/l",0.005,"","R","Precision error",NA,NA,NA,NA,"EDT",""
"2169","18LIS047","NITROGEN, KJELDAHL, TOTAL","2018-07-31","KN","T",1.51,"mg/l",0.08,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"2170","18LIS047","pH of Color Analysis","2018-07-31","PHCOLOR","T",8.2,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"2171","18LIS047","PHOSPHORUS, DISSOLVED (AS P)","2018-07-31","7723-14-0","D",0.0116,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"2172","18LIS047","PHOSPHORUS, TOTAL (AS P)","2018-07-31","7723-14-0","T",0.0734,"mg/l",0.002,"mg/l",0.005,"","R","Precision error",NA,NA,NA,NA,"EDT",""
"2173","18LIS047","SULFATE (AS SO4)","2018-07-31","14808-79-8","T",9,"mg/l",0.2,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"2174","18LIS047","TOTAL ORGANIC CARBON","2018-07-31","TOC","T",7.2,"mg/l",0.05,"mg/l",1,"","T","",NA,NA,NA,NA,"EDT",""
"2175","18LIS047","UV 254","2018-07-31","UV254","T",0.189,"1/cm",NA,"1/cm",NA,"","A","",NA,NA,NA,NA,"EDT",""
"2176","18LIS053","ALKALINITY, TOTAL (AS CaCO3)","2018-07-26","ALK","T",39.2,"mg/l",1,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"2177","18LIS053","ALKALINITY, TOTAL (AS CaCO3)","2018-07-31","ALK","T",78,"mg/l",1,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"2178","18LIS053","Chlorophyll A","2018-07-26","479-61-8","T",125,"ug/l",NA,"ug/l",3.2,"","A","",NA,NA,NA,NA,"EDT",""
"2179","18LIS053","Chlorophyll A","2018-07-31","479-61-8","T",27,"ug/l",NA,"ug/l",3.2,"","A","",NA,NA,NA,NA,"EDT",""
"2180","18LIS053","Color, True","2018-07-26","COLOR","T",80,"color unit",NA,"color unit",5,"","J","estimated value due to Equipment Blank error",NA,NA,NA,NA,"EDT",""
"2181","18LIS053","Color, True","2018-07-31","COLOR","T",180,"color unit",NA,"color unit",10,"","A","",NA,NA,NA,NA,"EDT",""
"2182","18LIS053","Nitrate+Nitrite as Nitrogen","2018-07-26","NO3NO2N","T",0.083,"mg/l",7e-04,"mg/l",0.002,"","A","",NA,NA,NA,NA,"EDT",""
"2183","18LIS053","Nitrate+Nitrite as Nitrogen","2018-07-31","NO3NO2N","T",0.0628,"mg/l",7e-04,"mg/l",0.002,"","A","",NA,NA,NA,NA,"EDT",""
"2184","18LIS053","Nitrogen, ammonia (As N)","2018-07-26","7664-41-7","T",0.436,"mg/l",0.008,"mg/l",0.05,"","R","Precision error",NA,NA,NA,NA,"EDT",""
"2185","18LIS053","Nitrogen, ammonia (As N)","2018-07-31","7664-41-7","T",0.0255,"mg/l",8e-04,"mg/l",0.005,"","R","Precision error",NA,NA,NA,NA,"EDT",""
"2186","18LIS053","NITROGEN, KJELDAHL, TOTAL","2018-07-26","KN","T",1.65,"mg/l",0.08,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"2187","18LIS053","NITROGEN, KJELDAHL, TOTAL","2018-07-31","KN","T",1.26,"mg/l",0.08,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"2188","18LIS053","pH of Color Analysis","2018-07-26","PHCOLOR","T",7.59,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"2189","18LIS053","pH of Color Analysis","2018-07-31","PHCOLOR","T",8.04,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"2190","18LIS053","PHOSPHORUS, DISSOLVED (AS P)","2018-07-26","7723-14-0","D",0.49,"mg/l",0.04,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"2191","18LIS053","PHOSPHORUS, DISSOLVED (AS P)","2018-07-31","7723-14-0","D",0.0144,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"2192","18LIS053","PHOSPHORUS, TOTAL (AS P)","2018-07-26","7723-14-0","T",0.74,"mg/l",0.04,"mg/l",0.1,"","R","Precision error",NA,NA,NA,NA,"EDT",""
"2193","18LIS053","PHOSPHORUS, TOTAL (AS P)","2018-07-31","7723-14-0","T",0.0783,"mg/l",0.002,"mg/l",0.005,"","R","Precision error",NA,NA,NA,NA,"EDT",""
"2194","18LIS053","TOTAL ORGANIC CARBON","2018-07-26","TOC","T",6.2,"mg/l",0.05,"mg/l",1,"","T","",NA,NA,NA,NA,"EDT",""
"2195","18LIS053","TOTAL ORGANIC CARBON","2018-07-31","TOC","T",7.2,"mg/l",0.05,"mg/l",1,"","T","",NA,NA,NA,NA,"EDT",""
"2196","18LIS055","ALKALINITY, TOTAL (AS CaCO3)","2018-07-26","ALK","T",38.4,"mg/l",1,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"2197","18LIS055","Chlorophyll A","2018-07-26","479-61-8","T",8.38,"ug/l",NA,"ug/l",0.64,"","A","",NA,NA,NA,NA,"EDT",""
"2198","18LIS055","Color, True","2018-07-26","COLOR","T",85,"color unit",NA,"color unit",5,"","J","estimated value due to Equipment Blank error",NA,NA,NA,NA,"EDT",""
"2199","18LIS055","Nitrate+Nitrite as Nitrogen","2018-07-26","NO3NO2N","T",0.282,"mg/l",7e-04,"mg/l",0.002,"","A","",NA,NA,NA,NA,"EDT",""
"2200","18LIS055","Nitrogen, ammonia (As N)","2018-07-26","7664-41-7","T",0.17,"mg/l",0.008,"mg/l",0.05,"","R","Precision error",NA,NA,NA,NA,"EDT",""
"2201","18LIS055","NITROGEN, KJELDAHL, TOTAL","2018-07-26","KN","T",0.86,"mg/l",0.08,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"2202","18LIS055","pH of Color Analysis","2018-07-26","PHCOLOR","T",7.35,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"2203","18LIS055","PHOSPHORUS, DISSOLVED (AS P)","2018-07-26","7723-14-0","D",0.197,"mg/l",0.01,"mg/l",0.025,"","A","",NA,NA,NA,NA,"EDT",""
"2204","18LIS055","PHOSPHORUS, TOTAL (AS P)","2018-07-26","7723-14-0","T",0.239,"mg/l",0.02,"mg/l",0.05,"","R","Precision error",NA,NA,NA,NA,"EDT",""
"2205","18LIS055","TOTAL ORGANIC CARBON","2018-07-26","TOC","T",7.4,"mg/l",0.05,"mg/l",1,"","J","estimated value due to Equipment Blank error",NA,NA,NA,NA,"EDT",""
"2206","18LIS057","ALKALINITY, TOTAL (AS CaCO3)","2018-07-26","ALK","T",17.2,"mg/l",1,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"2207","18LIS057","Chlorophyll A","2018-07-26","479-61-8","T",134,"ug/l",NA,"ug/l",3.2,"","A","",NA,NA,NA,NA,"EDT",""
"2208","18LIS057","Color, True","2018-07-26","COLOR","T",33,"color unit",NA,"color unit",1,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"2209","18LIS057","Nitrate+Nitrite as Nitrogen","2018-07-26","NO3NO2N","T",0.011,"mg/l",7e-04,"mg/l",0.002,"","J","estimated value due to Equipment Blank error",NA,NA,NA,NA,"EDT",""
"2210","18LIS057","Nitrogen, ammonia (As N)","2018-07-26","7664-41-7","T",NA,"mg/l",0.008,"mg/l",0.05,"U","R","Analyte was analyzed for but not detected ; Precision error",NA,NA,NA,NA,"EDT","Not Detected"
"2211","18LIS057","NITROGEN, KJELDAHL, TOTAL","2018-07-26","KN","T",1.16,"mg/l",0.08,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"2212","18LIS057","pH of Color Analysis","2018-07-26","PHCOLOR","T",7.57,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"2213","18LIS057","PHOSPHORUS, DISSOLVED (AS P)","2018-07-26","7723-14-0","D",0.36,"mg/l",0.04,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"2214","18LIS057","PHOSPHORUS, TOTAL (AS P)","2018-07-26","7723-14-0","T",0.48,"mg/l",0.04,"mg/l",0.1,"","R","Precision error",NA,NA,NA,NA,"EDT",""
"2215","18LIS057","TOTAL ORGANIC CARBON","2018-07-26","TOC","T",5.1,"mg/l",0.05,"mg/l",1,"","T","",NA,NA,NA,NA,"EDT",""
"2216","18LIS059","ALKALINITY, TOTAL (AS CaCO3)","2018-07-25","ALK","T",56.4,"mg/l",1,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"2217","18LIS059","Chlorophyll A","2018-07-25","479-61-8","T",80.6,"ug/l",NA,"ug/l",5.3,"","A","",NA,NA,NA,NA,"EDT",""
"2218","18LIS059","Color, True","2018-07-25","COLOR","T",210,"color unit",NA,"color unit",10,"","A","",NA,NA,NA,NA,"EDT",""
"2219","18LIS059","Nitrate+Nitrite as Nitrogen","2018-07-25","NO3NO2N","T",0.0095,"mg/l",7e-04,"mg/l",0.002,"","T","",NA,NA,NA,NA,"EDT",""
"2220","18LIS059","Nitrogen, ammonia (As N)","2018-07-25","7664-41-7","T",0.0154,"mg/l",8e-04,"mg/l",0.005,"","R","Precision error",NA,NA,NA,NA,"EDT",""
"2221","18LIS059","NITROGEN, KJELDAHL, TOTAL","2018-07-25","KN","T",1.53,"mg/l",0.08,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"2222","18LIS059","pH of Color Analysis","2018-07-25","PHCOLOR","T",7.58,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"2223","18LIS059","PHOSPHORUS, DISSOLVED (AS P)","2018-07-25","7723-14-0","D",0.0778,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"2224","18LIS059","PHOSPHORUS, TOTAL (AS P)","2018-07-25","7723-14-0","T",0.172,"mg/l",0.01,"mg/l",0.025,"","R","Precision error",NA,NA,NA,NA,"EDT",""
"2225","18LIS059","TOTAL ORGANIC CARBON","2018-07-25","TOC","T",8.2,"mg/l",0.05,"mg/l",1,"","J","estimated value due to Equipment Blank error",NA,NA,NA,NA,"EDT",""
"2226","18LIS061","ALKALINITY, TOTAL (AS CaCO3)","2018-08-08","ALK","T",15.6,"mg/l",1,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"2227","18LIS061","Chlorophyll A","2018-08-08","479-61-8","T",71.8,"ug/l",NA,"ug/l",3.2,"","A","",NA,NA,NA,NA,"EDT",""
"2228","18LIS061","Color, True","2018-08-08","COLOR","T",31,"color unit",NA,"color unit",1,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"2229","18LIS061","Nitrate+Nitrite as Nitrogen","2018-08-08","NO3NO2N","T",1.07,"mg/l",7e-04,"mg/l",0.002,"","R","Precision error",NA,NA,NA,NA,"EDT",""
"2230","18LIS061","Nitrogen, ammonia (As N)","2018-08-08","7664-41-7","T",0.0256,"mg/l",8e-04,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"2231","18LIS061","NITROGEN, KJELDAHL, TOTAL","2018-08-08","KN","T",1.11,"mg/l",0.08,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"2232","18LIS061","pH of Color Analysis","2018-08-08","PHCOLOR","T",7.16,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"2233","18LIS061","PHOSPHORUS, DISSOLVED (AS P)","2018-08-08","7723-14-0","D",0.007,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"2234","18LIS061","PHOSPHORUS, TOTAL (AS P)","2018-08-08","7723-14-0","T",0.0452,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"2235","18LIS061","TOTAL ORGANIC CARBON","2018-08-08","TOC","T",3,"mg/l",0.05,"mg/l",1,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"2236","18LIS063","ALKALINITY, TOTAL (AS CaCO3)","2018-08-06","ALK","T",25.6,"mg/l",1,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"2237","18LIS063","Chlorophyll A","2018-08-06","479-61-8","T",21.2,"ug/l",NA,"ug/l",0.8,"","A","",NA,NA,NA,NA,"EDT",""
"2238","18LIS063","Color, True","2018-08-06","COLOR","T",22,"color unit",NA,"color unit",1,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"2239","18LIS063","Nitrate+Nitrite as Nitrogen","2018-08-06","NO3NO2N","T",2.5,"mg/l",0.0013,"mg/l",0.004,"","R","Precision error",NA,NA,NA,NA,"EDT",""
"2240","18LIS063","Nitrogen, ammonia (As N)","2018-08-06","7664-41-7","T",0.0109,"mg/l",8e-04,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"2241","18LIS063","NITROGEN, KJELDAHL, TOTAL","2018-08-06","KN","T",0.5,"mg/l",0.08,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"2242","18LIS063","pH of Color Analysis","2018-08-06","PHCOLOR","T",7.53,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"2243","18LIS063","PHOSPHORUS, DISSOLVED (AS P)","2018-08-06","7723-14-0","D",NA,"mg/l",0.002,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected",NA,NA,NA,NA,"EDT","Not Detected"
"2244","18LIS063","PHOSPHORUS, TOTAL (AS P)","2018-08-06","7723-14-0","T",0.0154,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"2245","18LIS063","TOTAL ORGANIC CARBON","2018-08-06","TOC","T",2.9,"mg/l",0.05,"mg/l",1,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"2246","18LIS064","ALKALINITY, TOTAL (AS CaCO3)","2018-08-07","ALK","T",13.2,"mg/l",1,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"2247","18LIS064","Chlorophyll A","2018-08-07","479-61-8","T",20.5,"ug/l",NA,"ug/l",1.6,"","A","",NA,NA,NA,NA,"EDT",""
"2248","18LIS064","Color, True","2018-08-07","COLOR","T",160,"color unit",NA,"color unit",10,"","A","",NA,NA,NA,NA,"EDT",""
"2249","18LIS064","Nitrate+Nitrite as Nitrogen","2018-08-07","NO3NO2N","T",0.0063,"mg/l",7e-04,"mg/l",0.002,"","R","Equipment Blank error ; Precision error",NA,NA,NA,NA,"EDT",""
"2250","18LIS064","Nitrogen, ammonia (As N)","2018-08-07","7664-41-7","T",0.0057,"mg/l",8e-04,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"2251","18LIS064","NITROGEN, KJELDAHL, TOTAL","2018-08-07","KN","T",0.72,"mg/l",0.08,"mg/l",0.1,"","A","",NA,NA,NA,NA,"EDT",""
"2252","18LIS064","pH of Color Analysis","2018-08-07","PHCOLOR","T",7.09,"pH units",NA,"pH units",NA,"","A","",NA,NA,NA,NA,"EDT",""
"2253","18LIS064","PHOSPHORUS, DISSOLVED (AS P)","2018-08-07","7723-14-0","D",0.0311,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"2254","18LIS064","PHOSPHORUS, TOTAL (AS P)","2018-08-07","7723-14-0","T",0.0649,"mg/l",0.002,"mg/l",0.005,"","A","",NA,NA,NA,NA,"EDT",""
"2255","18LIS064","TOTAL ORGANIC CARBON","2018-08-07","TOC","T",8,"mg/l",0.05,"mg/l",1,"","J","estimated value due to Equipment Blank error",NA,NA,NA,NA,"EDT",""
"2256","18LIS065","ALKALINITY, TOTAL (AS CaCO3)","2018-08-07","ALK","T",4,"mg/l",1,"mg/l",2,"","A","",NA,NA,NA,NA,"EDT",""
"2257","18LIS065","Chlorophyll A","2018-08-07","479-61-8","T",9.06,"ug/l",NA,"ug/l",0.8,"","A","",NA,NA,NA,NA,"EDT",""
"2258","18LIS065","Color, True","2018-08-07","COLOR","T",31,"color unit",NA,"color unit",1,"","R","Equipment Blank error",NA,NA,NA,NA,"EDT",""
"2259","18LIS065","Nitrate+Nitrite as Nitrogen","2018-08-07","NO3NO2N","T",NA,"mg/l",7e-04,"mg/l",0.002,"U","R","Analyte was analyzed for but not detected ; Precision error",NA,NA,NA,NA,"EDT","Not Detected"
